neighborhood,sqft_living,sqft_lot,bedrooms,bathrooms,floors,has_basement,basement_sqft,garage_cars,has_pool,year_built,house_age_years,renovated,condition_score,quality_grade,school_rating,crime_rate_per_1000,dist_city_center_km,dist_school_km,dist_hospital_km,property_tax_rate_pct,hoa_monthly_usd,market_trend,price_usd
Downtown,1706,8237,3,2,1.5,1,426,2,0,2011,13,0,9,4,5.1,4.47,1.48,1.99,1.64,1.157,468,Stable,580400
Suburbs,2824,8818,5,3,1.5,0,0,0,1,2023,1,0,10,4,5.5,2.98,9.93,4.89,9.72,1.186,106,Declining,737400
Rural,797,3753,1,1,1.0,0,0,2,0,1964,60,0,6,2,2.2,4.94,45.39,15.0,30.0,0.848,0,Rising,242900
Rural,3271,9065,6,4,3.0,0,0,2,0,2002,22,1,9,2,2.7,6.92,59.14,15.0,30.0,1.009,106,Rising,706600
Suburbs,4092,11823,8,5,2.0,1,1222,2,0,1992,32,0,8,3,5.8,3.18,9.45,5.24,9.66,1.265,0,Rising,1091700
Downtown,3048,10619,5,4,2.0,1,701,2,1,1984,40,0,8,4,5.8,4.45,1.4,1.81,5.1,1.182,243,Stable,798900
Suburbs,1070,7625,2,2,1.0,0,0,0,0,1963,61,0,5,3,4.8,3.31,8.46,4.55,8.27,1.296,0,Rising,430700
Suburbs,2548,4392,3,2,2.0,1,1144,1,1,2018,6,0,9,4,4.6,1.6,12.72,6.39,11.69,1.258,0,Stable,702400
Rural,4499,9070,7,4,1.0,1,438,1,1,1998,26,0,7,3,3.7,6.09,55.75,15.0,30.0,1.061,0,Rising,902900
Rural,2610,5954,4,2,2.0,0,0,2,0,1967,57,0,5,1,3.3,5.54,35.1,15.0,22.11,1.023,0,Stable,468400
Suburbs,4400,10398,7,4,2.5,1,1440,2,0,2000,24,0,10,3,6.0,4.34,18.05,7.43,15.39,1.151,0,Stable,945300
Industrial,4718,10809,8,5,2.0,1,783,3,0,1950,74,1,7,1,3.7,6.66,8.58,4.16,8.82,1.024,0,Rising,863600
Rural,4396,4838,8,5,2.0,1,828,0,0,1976,48,1,8,2,3.2,6.94,25.38,10.68,15.68,1.225,0,Rising,847000
Suburbs,4588,8873,8,4,2.0,1,523,2,0,2013,11,0,9,3,4.6,4.67,5.38,3.23,7.56,1.2,0,Stable,919300
Downtown,834,8303,1,1,2.0,0,0,2,1,2009,15,0,9,5,5.8,3.31,1.26,0.63,2.5,1.374,364,Stable,479900
Suburbs,1528,8858,3,2,1.5,1,413,2,0,1990,34,0,8,5,4.3,4.4,16.88,8.28,11.62,1.034,106,Stable,526400
Suburbs,4207,11235,6,4,2.0,0,0,3,0,1970,54,0,5,3,4.8,4.17,6.99,3.01,7.31,1.096,106,Rising,939500
Suburbs,1122,1492,1,1,1.0,0,0,1,0,1963,61,1,7,4,3.7,2.49,10.03,4.55,8.86,1.152,0,Declining,358400
Suburbs,4123,4975,7,4,1.0,0,0,0,0,1969,55,0,7,3,4.2,4.63,18.27,8.87,13.65,1.284,106,Stable,785800
Suburbs,2229,8457,4,3,1.5,1,674,2,0,1960,64,0,5,3,5.2,5.05,12.78,5.22,8.94,0.971,0,Rising,679900
Suburbs,1916,8447,3,1,2.0,0,0,1,0,2015,9,0,10,2,5.0,4.59,11.02,5.73,11.41,1.452,0,Stable,568100
Industrial,3457,7169,6,3,1.0,1,506,0,0,1973,51,0,7,3,2.2,6.84,20.95,10.23,17.32,0.975,0,Stable,645400
Downtown,1724,7129,2,1,2.0,1,1216,1,0,1986,38,0,8,5,6.0,3.63,0.75,1.54,0.5,1.343,420,Rising,675600
Suburbs,3187,4886,5,3,1.0,0,0,1,1,1973,51,1,10,3,5.7,4.45,12.1,6.27,8.95,1.148,0,Declining,715100
Suburbs,1623,3922,2,2,1.0,1,392,2,0,1964,60,0,4,4,4.4,5.02,14.79,7.5,9.1,1.068,0,Stable,475100
Industrial,1978,4336,3,2,2.0,1,1481,1,0,1961,63,0,6,2,1.3,6.98,17.39,7.4,14.69,1.146,0,Rising,452700
Downtown,3974,6146,6,3,1.5,1,1171,2,0,2013,11,0,10,5,6.1,1.2,1.12,1.61,5.1,1.206,450,Declining,870500
Suburbs,2119,9339,3,2,2.0,0,0,2,0,1980,44,0,8,3,5.0,3.95,13.45,6.0,10.66,1.078,106,Rising,545300
Industrial,826,4951,2,1,2.0,0,0,2,0,2002,22,0,8,2,2.9,5.94,15.84,6.83,13.7,1.013,0,Stable,258200
Industrial,1491,6853,1,1,3.0,0,0,3,0,2021,3,0,9,1,1.5,6.53,17.7,7.46,14.14,1.035,0,Stable,382400
Waterfront,4672,7130,8,4,2.0,0,0,0,1,1993,31,0,7,5,4.9,2.6,3.25,2.47,4.45,1.283,344,Stable,954300
Suburbs,2857,7096,4,2,1.0,0,0,3,0,1979,45,1,9,5,4.9,5.35,8.84,5.13,7.12,1.192,0,Rising,730000
Suburbs,3388,5623,5,3,1.5,1,884,2,0,1984,40,0,7,3,4.8,4.97,17.49,8.75,11.83,1.188,0,Rising,704300
Rural,996,4467,1,1,1.0,0,0,2,0,1970,54,0,6,2,2.7,6.5,57.18,15.0,30.0,1.148,0,Stable,252000
Industrial,2678,3735,4,3,3.0,0,0,2,1,2012,12,0,9,2,3.3,8.58,17.84,7.88,13.51,0.981,0,Stable,539300
Rural,3837,7860,6,4,1.0,0,0,2,0,1966,58,0,6,2,3.0,6.31,57.12,15.0,30.0,0.96,0,Stable,672200
Rural,4493,11463,7,4,1.5,1,969,3,0,1961,63,0,4,2,3.9,6.49,29.55,13.38,18.6,1.097,0,Stable,817200
Suburbs,2605,3854,5,3,1.0,1,667,3,0,1967,57,0,6,3,5.3,3.71,7.71,3.59,4.68,0.904,0,Stable,617700
Waterfront,2616,6806,4,3,2.5,1,1043,1,1,2009,15,0,9,5,5.2,1.22,7.69,3.67,7.68,1.31,594,Stable,806700
Suburbs,3771,4269,6,4,1.0,0,0,1,1,2016,8,0,9,2,4.0,4.83,8.65,4.53,10.16,1.301,0,Stable,748600
Suburbs,3268,10712,6,3,3.0,1,1305,2,0,1964,60,0,6,3,3.8,2.28,16.06,7.31,14.08,1.226,0,Rising,877500
Suburbs,2478,3601,4,2,1.0,0,0,3,0,1965,59,0,6,2,5.0,3.05,18.23,8.7,14.47,0.991,106,Rising,608200
Suburbs,1796,6228,3,2,1.0,1,1383,1,0,1971,53,1,7,3,4.7,4.38,8.16,4.27,8.82,1.294,0,Stable,522200
Suburbs,2372,7711,2,1,1.0,1,799,2,1,2012,12,0,9,3,5.6,3.15,7.41,3.19,6.53,1.095,0,Rising,751300
Downtown,761,7544,1,1,2.5,0,0,2,1,1980,44,0,7,5,6.1,2.94,2.52,1.34,3.0,1.245,400,Rising,479300
Rural,4576,9082,8,5,2.5,0,0,2,1,1950,74,0,6,2,2.1,6.43,32.08,14.64,21.09,1.154,0,Rising,817800
Suburbs,2351,5350,4,3,1.0,0,0,2,1,1955,69,1,5,3,4.3,3.49,11.52,5.06,7.32,1.088,0,Rising,605100
Rural,1375,7245,2,2,1.0,0,0,2,1,1958,66,0,7,1,1.5,6.32,37.28,15.0,25.54,1.039,0,Rising,400700
Suburbs,1539,8317,2,2,2.0,0,0,3,0,2001,23,0,7,4,4.9,4.22,11.38,6.01,7.7,1.02,0,Rising,497000
Suburbs,3820,8895,8,5,1.0,0,0,2,1,2011,13,0,9,3,6.6,2.8,8.47,4.76,8.9,1.131,0,Rising,984600
Suburbs,1139,6665,2,1,1.0,0,0,2,0,2007,17,0,10,3,4.8,4.82,14.99,7.2,9.94,1.033,0,Rising,477500
Downtown,2061,6323,4,2,1.0,0,0,1,1,1968,56,1,5,5,5.8,0.5,2.16,1.87,2.44,1.273,333,Rising,674100
Suburbs,955,7737,1,1,1.0,0,0,2,0,1962,62,1,9,4,4.7,6.42,16.82,8.67,14.88,1.005,106,Rising,454900
Downtown,4204,8449,6,4,1.0,0,0,1,0,1981,43,0,6,4,5.9,3.56,2.16,1.1,1.82,1.216,500,Stable,849000
Downtown,3923,5925,7,4,1.0,0,0,1,0,1958,66,1,7,5,5.6,4.14,1.18,1.49,3.2,1.168,201,Rising,950300
Industrial,834,3747,2,1,1.5,0,0,2,0,1998,26,1,7,1,2.8,7.88,15.83,7.46,9.81,0.903,0,Stable,269200
Suburbs,2148,7509,3,2,2.5,1,489,2,0,1986,38,1,8,4,4.1,4.12,19.02,7.65,11.86,1.26,0,Rising,586700
Waterfront,2696,7402,3,1,1.0,1,595,2,0,1980,44,0,7,4,5.5,1.57,10.8,5.14,9.65,1.143,508,Rising,746100
Suburbs,4813,12703,8,4,2.0,0,0,1,0,1980,44,1,9,3,3.8,4.14,7.6,4.61,7.71,1.096,0,Stable,1025300
Rural,2701,5754,5,3,1.0,1,476,2,0,2008,16,0,9,2,3.0,7.25,57.36,15.0,30.0,1.044,0,Stable,558000
Waterfront,2273,5130,4,3,2.0,1,1099,2,0,2004,20,1,10,4,5.2,1.51,11.39,6.31,11.2,1.314,426,Rising,878400
Rural,2700,7422,4,2,1.0,0,0,2,0,1968,56,0,6,3,4.0,6.44,43.27,15.0,29.47,0.844,0,Rising,553600
Suburbs,4257,7803,7,4,2.0,1,1159,1,1,2012,12,0,8,3,4.4,1.99,12.89,6.69,9.24,1.132,106,Rising,1004000
Suburbs,4196,5867,6,4,1.0,1,514,2,0,1951,73,0,6,3,3.3,3.2,10.06,5.63,7.28,1.226,0,Stable,802200
Suburbs,4348,7497,6,4,3.0,0,0,2,0,1994,30,0,8,3,3.9,3.14,19.46,9.16,15.45,1.316,0,Rising,875400
Industrial,3773,4914,7,4,1.0,1,896,1,0,1992,32,0,7,2,2.4,9.1,14.02,7.11,12.08,0.978,0,Rising,728200
Waterfront,2415,4522,4,3,1.5,1,427,1,0,1950,74,0,4,5,6.5,0.9,11.3,5.91,7.52,1.11,403,Stable,585100
Industrial,4441,9478,7,4,3.0,0,0,2,0,2010,14,0,10,2,2.6,7.56,10.83,5.43,8.24,0.974,0,Rising,752600
Downtown,2605,8293,4,3,2.0,1,918,2,0,1952,72,0,6,5,5.1,4.83,1.28,1.65,1.85,1.177,598,Rising,748200
Rural,1274,2717,2,1,1.5,0,0,2,0,1993,31,0,8,1,2.6,7.46,58.13,15.0,30.0,1.059,0,Rising,294800
Industrial,986,6882,2,2,3.0,0,0,2,0,1956,68,0,5,2,1.9,8.91,10.2,5.73,7.56,1.159,0,Rising,344700
Suburbs,2758,8309,6,4,1.0,1,1468,2,0,1982,42,1,8,3,5.1,6.17,14.46,6.41,13.56,1.033,0,Rising,782000
Downtown,3261,7884,6,4,1.0,0,0,2,0,1958,66,0,5,4,5.7,2.98,1.86,1.82,4.87,1.335,412,Declining,668600
Rural,2664,4330,4,2,3.0,0,0,1,0,1979,45,0,8,3,2.7,6.82,29.92,12.47,21.85,1.115,106,Declining,519000
Rural,4451,10846,7,4,1.0,0,0,1,1,1967,57,0,5,2,2.5,6.48,57.37,15.0,30.0,1.09,106,Rising,738400
Waterfront,3853,8010,6,4,2.5,1,1435,2,0,2005,19,1,9,4,5.6,3.08,4.57,3.78,2.74,1.276,348,Rising,1039600
Downtown,4866,7032,8,5,1.0,1,513,0,0,1980,44,0,7,4,5.7,3.42,1.46,2.19,1.17,1.432,260,Stable,1036400
Waterfront,1339,1914,2,1,2.0,0,0,3,0,2021,3,0,10,4,6.9,4.56,7.44,4.21,7.23,1.379,246,Stable,484400
Suburbs,2001,2463,4,3,2.0,0,0,2,0,2012,12,0,10,4,4.8,4.52,14.86,7.08,10.34,1.092,0,Stable,486700
Suburbs,3859,8421,4,3,3.0,0,0,3,0,1999,25,1,9,3,4.4,3.02,16.22,7.47,10.7,1.155,106,Stable,936600
Suburbs,2877,9579,5,2,2.0,0,0,3,0,1950,74,0,6,3,4.4,4.88,6.63,3.06,4.23,1.041,0,Rising,764400
Waterfront,4504,8092,8,6,1.0,0,0,2,0,1968,56,1,6,5,7.2,3.38,11.86,5.44,11.5,1.389,579,Rising,1101200
Rural,4523,8118,8,4,2.0,1,585,2,0,2013,11,0,10,3,3.6,5.26,23.37,10.16,17.02,1.03,106,Declining,813300
Suburbs,4814,6958,8,4,1.0,1,970,1,0,2002,22,1,9,3,5.4,3.13,14.74,7.79,9.38,0.958,106,Rising,1108400
Suburbs,3827,5920,6,3,2.0,1,688,0,0,1955,69,0,5,3,5.2,5.31,5.52,3.06,7.14,0.904,0,Declining,591100
Industrial,3431,9628,6,4,2.5,1,715,2,0,1966,58,0,6,2,2.3,6.44,25.0,11.17,18.78,0.919,0,Stable,666200
Suburbs,4358,11353,7,4,2.0,1,1083,0,1,1995,29,0,9,4,5.5,3.67,13.44,7.22,9.51,1.066,0,Rising,1125700
Waterfront,3112,6946,4,2,2.0,1,1306,3,0,2021,3,0,9,6,5.0,1.95,4.97,3.02,3.92,1.206,153,Rising,835200
Suburbs,2751,4603,5,3,1.0,1,1473,2,0,2022,2,0,10,4,5.8,4.46,19.15,8.16,15.56,1.129,106,Rising,773600
Suburbs,4275,10015,7,4,2.0,0,0,2,0,2004,20,0,8,3,5.2,5.49,18.94,8.34,13.01,1.28,0,Stable,889000
Suburbs,3345,7686,6,4,1.5,0,0,1,0,1955,69,1,4,5,5.0,4.97,8.3,4.07,9.22,1.292,0,Stable,688300
Suburbs,4466,8558,8,5,2.0,0,0,2,0,2019,5,0,10,3,4.1,3.61,18.97,9.02,11.6,1.373,0,Stable,905600
Rural,4364,5163,7,5,1.0,1,633,0,0,2017,7,0,9,1,3.7,7.86,55.5,15.0,30.0,1.196,0,Rising,821500
Suburbs,2822,7837,4,3,2.0,1,571,2,1,1989,35,0,9,4,5.5,5.21,5.28,3.57,4.07,1.213,106,Rising,821900
Suburbs,3392,5504,6,3,1.0,0,0,1,0,2015,9,0,10,4,4.2,5.36,8.6,5.22,8.52,1.01,106,Stable,703300
Industrial,2297,3789,4,2,2.0,1,618,2,0,1958,66,0,5,2,1.9,8.24,18.16,7.94,15.88,1.055,106,Declining,405900
Suburbs,4062,4862,6,3,1.0,1,826,1,0,1960,64,1,8,3,3.9,3.55,13.74,5.77,10.31,0.992,106,Declining,785300
Suburbs,4663,5243,6,4,2.5,0,0,0,1,1969,55,0,6,4,5.1,3.06,15.52,7.49,9.81,1.183,106,Stable,897800
Industrial,2124,6537,3,2,1.0,0,0,2,0,1992,32,1,10,2,2.3,6.68,16.37,7.27,11.41,0.826,0,Rising,534200
Rural,632,4469,2,1,2.0,0,0,1,0,2007,17,0,9,2,4.5,7.44,33.77,14.58,24.72,1.219,0,Rising,289700
Downtown,4625,6988,7,4,1.0,0,0,2,0,1975,49,0,9,4,4.6,1.5,1.56,1.89,4.76,1.263,198,Rising,1032900
Industrial,3166,11163,5,3,2.0,1,1367,1,0,1987,37,0,7,1,1.7,5.51,10.83,5.15,7.66,0.954,0,Stable,736500
Rural,3403,7958,5,3,1.0,1,753,1,0,1985,39,1,10,2,3.0,4.07,48.04,15.0,30.0,0.98,0,Stable,697200
Suburbs,4496,5794,8,5,2.0,1,1045,2,1,2004,20,0,10,3,5.1,2.66,17.19,7.68,13.42,1.146,0,Stable,984200
Downtown,4309,10108,6,4,1.0,1,1228,1,0,1955,69,1,10,4,6.1,1.97,0.54,0.83,1.16,1.152,234,Stable,965600
Waterfront,1319,7967,2,1,2.0,0,0,2,0,1952,72,1,8,5,6.1,2.65,6.53,4.38,6.78,1.217,312,Rising,637900
Rural,1572,7922,3,2,1.0,1,1167,2,1,2014,10,0,10,2,3.2,4.87,24.86,10.22,17.17,0.825,106,Declining,449700
Suburbs,4318,4883,6,4,1.0,1,1073,1,0,2013,11,0,10,3,4.7,4.96,7.06,3.07,8.33,1.058,0,Rising,950900
Industrial,2807,8760,5,2,2.0,1,382,0,0,2007,17,0,9,2,3.1,7.14,24.17,11.54,16.22,0.859,106,Rising,599600
Waterfront,4920,7690,8,5,1.0,1,842,1,0,2007,17,1,10,6,5.6,0.5,6.07,2.85,8.02,1.302,403,Stable,946400
Suburbs,3630,7249,5,3,1.0,0,0,2,0,1967,57,0,7,3,4.4,4.14,12.83,5.43,11.76,1.153,0,Declining,698500
Suburbs,4175,9932,8,5,3.0,1,1085,2,0,1972,52,1,7,4,5.1,4.34,16.61,7.71,13.34,1.237,0,Stable,940800
Suburbs,3716,10036,6,4,3.0,0,0,2,0,1978,46,0,8,3,5.8,6.47,16.86,6.84,11.41,1.108,0,Stable,807000
Rural,3885,11467,7,4,2.0,1,551,2,1,1972,52,1,9,2,2.6,6.54,54.8,15.0,30.0,1.036,0,Declining,726000
Downtown,1243,3919,3,2,1.0,0,0,0,1,1985,39,0,8,3,5.8,0.79,1.51,1.51,3.65,1.022,274,Stable,499600
Rural,794,1784,1,1,1.0,0,0,2,0,2019,5,0,9,3,2.7,6.53,24.22,10.97,19.07,1.116,0,Stable,291400
Waterfront,4596,8365,8,5,2.0,1,789,2,0,1955,69,1,6,5,6.4,2.71,11.05,4.99,7.71,1.377,365,Rising,1012600
Industrial,1088,8995,1,1,1.0,0,0,2,0,1983,41,1,10,2,1.2,7.81,22.45,10.79,18.39,1.04,0,Rising,416200
Suburbs,2804,3750,4,3,3.0,0,0,3,0,1993,31,0,9,3,4.4,7.33,13.94,6.12,12.44,1.062,106,Stable,631900
Waterfront,3257,9967,6,3,1.0,0,0,2,0,1993,31,0,8,4,5.6,1.86,10.23,5.37,10.88,1.305,530,Stable,818600
Downtown,3876,4388,6,4,3.0,1,684,3,0,1976,48,0,6,4,5.4,2.13,0.81,2.21,1.55,1.243,527,Rising,958900
Waterfront,1702,6535,3,1,2.0,1,594,1,0,2001,23,0,9,4,4.2,3.06,5.03,2.81,5.17,1.054,228,Rising,627400
Downtown,1841,2961,3,1,2.0,1,1285,0,1,1991,33,0,7,5,7.1,5.11,2.29,1.24,1.86,1.349,464,Declining,601600
Suburbs,1115,2392,2,1,1.0,0,0,1,0,1974,50,0,8,5,2.9,4.97,15.31,6.26,9.87,1.043,0,Stable,396300
Waterfront,992,8900,1,1,3.0,0,0,2,0,2023,1,0,10,5,6.3,2.09,8.33,5.26,6.42,1.308,244,Declining,518800
Downtown,1230,7016,1,1,1.0,0,0,1,0,1988,36,0,6,4,4.8,4.1,2.37,2.48,6.18,1.228,244,Declining,410200
Suburbs,4316,11524,7,5,2.0,0,0,0,0,1988,36,0,8,3,3.8,6.32,8.15,5.1,8.23,1.285,0,Stable,858900
Rural,2447,9978,4,3,2.5,1,441,2,1,1961,63,0,6,2,3.1,5.33,40.93,15.0,26.13,0.939,0,Rising,592400
Rural,3255,6284,7,4,1.0,1,1017,1,1,1960,64,0,5,2,3.5,5.05,51.87,15.0,30.0,0.974,0,Rising,733400
Rural,1579,4160,4,2,1.5,0,0,1,0,1952,72,0,4,2,2.2,6.32,20.03,8.26,15.72,1.094,0,Rising,384900
Rural,4002,7820,6,4,2.0,0,0,1,0,1971,53,0,8,2,2.2,6.61,48.08,15.0,30.0,0.965,0,Stable,668100
Suburbs,4471,5468,7,4,1.0,0,0,3,0,1953,71,0,5,4,3.8,5.83,8.13,4.23,9.51,1.292,106,Rising,985700
Suburbs,877,5520,1,1,2.0,0,0,1,0,1957,67,1,9,4,4.8,3.6,19.21,8.48,15.28,1.074,0,Stable,419200
Suburbs,832,1304,1,1,1.0,0,0,2,0,1963,61,1,9,4,3.9,4.65,5.05,3.18,4.25,1.209,106,Stable,407300
Suburbs,2152,5362,4,2,1.5,0,0,2,0,1963,61,0,6,4,5.6,6.03,18.37,7.56,16.0,1.15,0,Rising,544300
Industrial,3870,8885,7,4,2.0,0,0,2,0,1965,59,0,6,3,1.5,7.35,22.02,9.43,14.84,0.909,0,Stable,691900
Rural,3009,4982,3,2,2.0,1,1177,1,0,1981,43,1,10,2,3.4,5.78,28.55,12.7,20.49,1.157,0,Rising,692200
Suburbs,4112,11893,7,4,1.0,1,1086,2,0,2013,11,0,9,3,5.7,4.85,12.08,5.03,11.47,1.045,106,Rising,1197100
Suburbs,625,3372,1,1,3.0,0,0,2,0,1965,59,1,8,2,4.7,3.77,19.83,8.2,12.77,1.203,0,Rising,368300
Industrial,1060,4424,1,1,2.5,0,0,2,0,2001,23,1,10,2,1.1,7.49,20.75,9.32,15.5,0.725,0,Rising,382800
Suburbs,4364,9344,8,4,2.0,1,1456,1,0,1968,56,1,8,3,4.9,3.94,6.91,4.01,6.02,1.182,0,Stable,1041100
Rural,4031,10453,8,5,1.5,1,655,1,0,2018,6,0,9,2,2.8,6.08,58.64,15.0,30.0,1.147,106,Stable,764300
Suburbs,4083,9000,7,4,1.5,0,0,3,0,1961,63,1,10,3,4.6,3.68,12.02,4.87,7.27,1.135,0,Stable,874800
Rural,2594,8929,4,3,2.0,1,562,2,0,1954,70,1,8,1,4.1,5.56,43.96,15.0,30.0,1.046,106,Stable,600700
Downtown,1090,8674,1,1,2.0,0,0,2,1,1991,33,1,8,4,5.7,4.11,1.37,0.6,1.5,1.396,343,Stable,578200
Industrial,1672,2818,1,1,1.0,0,0,2,1,1966,58,0,7,2,2.7,7.31,9.37,3.75,10.01,1.081,0,Stable,372200
Industrial,3773,10474,6,4,2.0,1,1061,3,1,2021,3,0,10,1,1.9,8.61,8.46,4.03,8.08,0.752,106,Stable,798300
Rural,815,3680,2,2,1.0,0,0,2,0,1959,65,0,4,1,2.8,3.55,41.56,15.0,28.04,0.971,106,Rising,260100
Rural,2323,3029,4,3,1.0,0,0,2,0,1965,59,0,7,2,3.8,5.63,53.84,15.0,30.0,0.996,0,Stable,398000
Industrial,2192,8070,4,2,2.0,0,0,3,0,1965,59,0,6,2,2.4,6.19,13.56,7.21,10.68,1.006,0,Stable,495400
Rural,3206,10754,4,2,2.0,0,0,2,0,1991,33,1,9,3,3.2,5.95,21.59,9.6,14.74,1.019,106,Rising,792600
Suburbs,758,7677,1,1,1.5,0,0,1,0,1952,72,1,9,3,5.4,2.93,11.39,6.1,7.53,1.098,0,Stable,405400
Rural,3913,11526,6,4,2.0,1,492,1,0,1972,52,1,9,2,4.1,4.32,58.77,15.0,30.0,0.966,0,Stable,733700
Rural,3441,3884,6,4,3.0,1,1252,2,0,1977,47,0,6,2,2.2,7.06,51.82,15.0,30.0,0.881,0,Stable,614200
Suburbs,2376,3081,5,3,2.0,1,1385,2,0,1994,30,0,8,3,4.3,3.45,18.68,8.45,12.68,1.049,0,Rising,752800
Rural,2652,7369,4,3,2.0,0,0,2,1,2017,7,0,9,2,4.0,6.92,54.99,15.0,30.0,1.109,106,Rising,603600
Industrial,2895,10582,5,3,1.0,1,599,2,0,1973,51,0,7,1,3.7,5.67,21.09,9.1,14.85,0.87,0,Rising,622800
Industrial,2296,5654,3,3,1.0,1,753,2,1,1968,56,1,8,2,2.1,5.12,23.93,11.05,18.39,0.895,0,Rising,637400
Suburbs,3593,10153,7,4,1.0,0,0,2,0,1989,35,0,8,4,4.9,4.46,15.4,7.57,12.04,1.004,106,Rising,899000
Downtown,3069,10926,4,3,2.0,1,918,2,0,1995,29,1,9,4,5.9,3.68,2.22,1.73,6.0,1.263,181,Rising,847900
Industrial,2546,6336,4,2,2.0,1,936,1,0,1989,35,1,9,2,2.5,6.34,21.37,8.72,15.41,1.071,0,Rising,732900
Waterfront,4409,12054,8,4,1.0,1,600,3,0,2011,13,0,10,4,6.2,1.28,8.46,3.41,9.51,1.366,285,Rising,1067400
Downtown,3383,5455,6,4,1.5,0,0,2,0,1967,57,0,7,3,6.6,4.42,2.56,1.76,4.14,1.186,188,Stable,798000
Industrial,4244,8237,7,4,1.0,0,0,2,0,1961,63,0,5,2,1.1,7.01,16.29,6.68,12.56,0.969,106,Rising,879600
Industrial,3100,10452,5,3,1.0,1,501,1,0,1963,61,1,6,1,1.9,5.89,8.93,5.14,7.19,0.978,0,Stable,669400
Suburbs,4245,5637,6,4,3.0,1,973,1,0,2010,14,0,7,2,5.1,2.37,11.97,5.46,9.18,1.108,106,Stable,898100
Rural,3245,7870,5,3,2.0,0,0,2,0,1961,63,1,9,3,2.7,5.42,46.53,15.0,30.0,1.058,0,Stable,570900
Suburbs,2949,7894,5,3,1.0,1,636,2,0,1976,48,0,8,3,4.9,3.69,11.61,5.34,8.08,1.263,0,Rising,872400
Downtown,2532,4196,4,2,2.0,0,0,2,0,1955,69,1,10,5,6.4,3.83,1.46,2.18,1.48,1.325,319,Rising,777900
Suburbs,3894,4484,5,3,2.0,0,0,2,1,1982,42,0,8,4,5.8,4.15,7.1,4.62,8.41,1.133,0,Declining,682900
Waterfront,2357,8172,4,2,2.0,1,1072,2,0,1999,25,0,8,4,6.2,2.34,4.46,3.46,5.56,1.197,118,Stable,808800
Downtown,1716,6392,4,2,1.0,1,1371,2,0,1961,63,1,8,5,6.7,1.82,1.37,1.52,2.25,1.11,102,Stable,665400
Suburbs,3167,6744,5,3,1.5,0,0,0,0,2006,18,0,8,2,4.8,5.82,7.44,3.14,6.63,0.976,106,Rising,707000
Suburbs,4099,9136,7,5,1.0,0,0,2,1,2002,22,0,9,3,4.5,5.34,14.99,6.74,11.62,1.204,0,Rising,900300
Suburbs,1092,7398,2,1,2.5,0,0,2,0,1962,62,0,5,3,3.6,5.24,11.28,5.36,9.73,1.15,0,Rising,434100
Industrial,3906,9021,6,4,2.0,1,1113,2,0,2021,3,0,10,1,1.6,7.01,10.25,6.02,10.26,0.976,0,Rising,910800
Suburbs,1219,2091,1,1,2.0,0,0,2,0,1952,72,0,5,4,4.7,4.65,5.99,3.53,5.57,1.395,0,Rising,400200
Suburbs,3832,6592,6,4,1.0,0,0,2,0,2013,11,0,9,4,4.7,1.08,17.46,8.27,13.86,1.309,0,Rising,875700
Rural,4423,10490,8,5,1.0,1,1346,3,0,2007,17,1,10,1,3.2,6.49,45.78,15.0,30.0,1.029,0,Rising,1205100
Suburbs,2980,10272,5,3,1.0,1,1229,0,0,1953,71,0,4,3,6.0,6.47,5.08,3.17,7.27,1.171,0,Stable,739400
Suburbs,2146,3557,5,3,3.0,0,0,2,1,1994,30,0,8,5,5.2,3.47,8.95,4.78,6.64,1.039,0,Stable,657000
Suburbs,4163,5292,8,5,1.0,1,1483,0,0,2015,9,0,10,3,5.2,2.98,11.12,4.94,8.42,1.215,0,Rising,915900
Downtown,2205,3944,4,3,1.0,0,0,1,1,1985,39,1,9,4,6.9,2.75,0.71,0.4,3.4,1.248,452,Declining,547100
Suburbs,4352,5464,7,4,3.0,1,584,2,1,1972,52,0,6,4,4.4,3.13,10.44,5.62,10.69,1.062,106,Stable,1000800
Suburbs,2490,3333,3,2,2.0,1,820,1,0,1968,56,1,10,2,4.3,3.06,18.75,9.2,15.2,1.175,0,Rising,719600
Suburbs,1875,6597,3,1,2.0,1,996,3,0,1989,35,0,7,4,5.5,4.48,10.41,4.99,9.17,1.254,106,Rising,723500
Industrial,3343,4044,6,3,1.0,0,0,3,0,2021,3,0,10,1,2.7,8.07,13.69,6.57,13.13,1.182,106,Rising,672400
Suburbs,3093,4022,4,2,2.0,1,946,1,1,1965,59,0,6,4,4.6,4.5,16.42,7.18,12.05,0.999,0,Stable,767200
Rural,956,2439,3,2,1.5,0,0,2,0,2007,17,0,9,2,3.0,4.87,54.34,15.0,30.0,0.911,0,Rising,246400
Rural,1469,9349,3,1,2.0,0,0,2,0,1967,57,1,8,1,2.9,5.45,27.49,11.41,20.59,1.015,0,Rising,463300
Downtown,1485,3803,2,1,1.0,0,0,2,0,1985,39,0,8,4,5.6,3.3,1.83,2.25,5.64,1.248,357,Rising,567600
Rural,2601,9422,4,3,1.5,0,0,2,1,1973,51,0,6,3,3.0,7.04,39.03,15.0,28.36,1.193,0,Stable,532800
Suburbs,1883,9428,3,2,2.0,1,1177,0,0,1950,74,0,5,2,4.5,3.92,7.01,3.9,6.68,1.273,106,Rising,648000
